,age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
24836,59,retired,married,secondary,cellular,18,nov,121,1,unknown,no
24837,33,management,married,tertiary,cellular,18,nov,88,1,unknown,no
24838,46,admin.,divorced,secondary,cellular,18,nov,466,1,unknown,no
24839,52,management,divorced,tertiary,cellular,18,nov,636,1,unknown,no
24840,45,blue-collar,divorced,primary,cellular,18,nov,110,1,unknown,no
24841,56,management,married,tertiary,cellular,18,nov,132,1,unknown,no
24842,46,technician,married,secondary,cellular,18,nov,111,2,failure,no
24843,36,admin.,divorced,secondary,cellular,18,nov,165,1,failure,no
24844,50,services,divorced,secondary,cellular,18,nov,281,1,unknown,no
24845,57,admin.,married,secondary,cellular,18,nov,509,1,unknown,no
24846,31,blue-collar,married,secondary,cellular,18,nov,236,1,unknown,no
24847,32,blue-collar,single,secondary,cellular,18,nov,276,1,failure,no
24848,38,management,single,tertiary,cellular,18,nov,134,1,failure,no
24849,38,management,married,tertiary,cellular,18,nov,74,1,unknown,no
24850,37,housemaid,single,tertiary,cellular,18,nov,188,1,failure,no
24851,59,entrepreneur,married,secondary,cellular,18,nov,79,2,failure,no
24852,34,management,married,tertiary,cellular,18,nov,250,1,unknown,no
24853,40,services,divorced,secondary,cellular,18,nov,175,1,failure,no
24854,41,technician,married,secondary,cellular,18,nov,261,1,unknown,no
24855,59,blue-collar,married,primary,cellular,18,nov,319,2,failure,no
24856,36,management,single,tertiary,cellular,18,nov,300,1,failure,no
24857,35,blue-collar,married,secondary,cellular,18,nov,643,2,unknown,no
24858,59,entrepreneur,married,primary,cellular,18,nov,97,1,unknown,no
24859,56,management,married,tertiary,cellular,18,nov,71,1,unknown,no
24860,51,blue-collar,married,primary,cellular,18,nov,643,1,failure,no
24861,48,management,married,tertiary,cellular,18,nov,67,1,unknown,no
24862,45,blue-collar,single,secondary,cellular,18,nov,149,1,failure,no
24863,42,management,married,tertiary,cellular,18,nov,149,2,unknown,no
24864,30,management,single,tertiary,cellular,18,nov,635,5,unknown,no
24865,32,entrepreneur,married,tertiary,cellular,18,nov,95,1,unknown,no
24866,38,entrepreneur,married,secondary,cellular,18,nov,63,1,unknown,no
24867,44,entrepreneur,married,secondary,cellular,18,nov,280,2,unknown,no
24868,38,management,single,tertiary,cellular,18,nov,253,1,failure,no
24869,37,blue-collar,married,primary,cellular,18,nov,643,2,unknown,no
24870,39,technician,single,secondary,cellular,18,nov,486,1,unknown,yes
24871,37,management,married,secondary,cellular,18,nov,114,1,unknown,no
24872,49,management,married,tertiary,cellular,18,nov,132,3,unknown,no
24873,51,management,married,primary,cellular,18,nov,169,2,unknown,no
24874,57,unemployed,married,secondary,cellular,18,nov,226,1,unknown,no
24875,31,technician,single,secondary,cellular,18,nov,643,1,unknown,no
24876,37,services,divorced,secondary,cellular,18,nov,200,1,unknown,no
24877,46,unemployed,single,secondary,cellular,18,nov,95,1,unknown,no
24878,35,unemployed,single,secondary,cellular,18,nov,132,2,unknown,no
24879,35,admin.,married,secondary,cellular,18,nov,90,1,unknown,no
24880,34,technician,single,secondary,cellular,18,nov,643,1,unknown,yes
24881,42,blue-collar,married,secondary,cellular,18,nov,129,1,failure,no
24882,30,technician,single,tertiary,cellular,18,nov,54,1,failure,no
24883,36,management,married,tertiary,cellular,18,nov,613,1,unknown,no
24884,51,self-employed,married,tertiary,cellular,18,nov,150,2,failure,no
24885,37,management,married,tertiary,cellular,18,nov,106,1,failure,no
24886,41,services,married,secondary,cellular,18,nov,296,1,success,no
24887,47,management,married,secondary,cellular,18,nov,66,1,unknown,no
24888,33,admin.,divorced,secondary,cellular,18,nov,411,1,other,no
24889,41,self-employed,single,tertiary,cellular,18,nov,256,1,unknown,no
24890,40,management,married,tertiary,cellular,18,nov,155,1,unknown,no
24891,35,technician,single,secondary,cellular,18,nov,117,1,unknown,no
24892,58,retired,married,secondary,cellular,18,nov,297,1,unknown,no
24893,30,technician,single,secondary,cellular,18,nov,266,1,failure,no
24894,43,management,married,tertiary,cellular,18,nov,435,4,unknown,no
24895,36,technician,married,secondary,cellular,18,nov,82,1,failure,no
24896,54,retired,divorced,tertiary,cellular,18,nov,257,1,unknown,no
24897,43,admin.,married,secondary,cellular,18,nov,95,1,unknown,no
24898,50,management,divorced,tertiary,cellular,18,nov,154,1,unknown,no
24899,58,management,married,tertiary,cellular,18,nov,265,1,failure,no
24900,41,management,married,tertiary,cellular,18,nov,130,1,unknown,no
24901,42,blue-collar,married,primary,cellular,18,nov,253,1,failure,no
24902,41,blue-collar,married,secondary,cellular,18,nov,397,1,failure,no
24903,43,technician,married,secondary,cellular,18,nov,164,5,failure,no
24904,49,admin.,married,secondary,cellular,18,nov,84,1,unknown,no
24905,41,entrepreneur,married,secondary,cellular,18,nov,643,1,unknown,yes
24906,34,management,single,tertiary,cellular,18,nov,596,1,other,yes
24907,48,services,married,secondary,cellular,18,nov,77,1,failure,no
24908,53,technician,single,primary,cellular,18,nov,399,1,unknown,no
24909,31,admin.,single,secondary,cellular,18,nov,183,1,unknown,no
24910,49,management,married,tertiary,cellular,18,nov,643,1,unknown,yes
24911,30,technician,single,secondary,cellular,18,nov,37,1,failure,no
24912,53,blue-collar,married,primary,cellular,18,nov,198,1,unknown,no
24913,37,blue-collar,married,secondary,cellular,18,nov,99,1,unknown,no
24914,35,blue-collar,married,primary,unknown,18,nov,254,1,unknown,no
24915,32,management,married,tertiary,cellular,18,nov,197,1,unknown,no
24916,36,management,married,tertiary,cellular,18,nov,464,1,unknown,no
24917,49,entrepreneur,married,primary,cellular,18,nov,453,1,unknown,yes
24918,37,self-employed,divorced,tertiary,cellular,18,nov,134,1,unknown,no
24919,30,admin.,single,tertiary,cellular,18,nov,170,1,unknown,no
24920,31,technician,married,tertiary,cellular,18,nov,419,1,other,yes
24921,41,management,single,tertiary,cellular,18,nov,82,2,unknown,no
24922,52,unemployed,divorced,secondary,unknown,18,nov,248,1,unknown,no
24923,44,management,married,tertiary,cellular,18,nov,638,2,unknown,no
24924,43,technician,single,secondary,cellular,18,nov,78,1,failure,no
24925,34,admin.,single,secondary,cellular,18,nov,162,1,failure,no
24926,56,management,married,primary,cellular,18,nov,84,1,unknown,no
24927,35,management,married,tertiary,cellular,18,nov,586,1,other,no
24928,36,admin.,single,secondary,cellular,18,nov,288,1,other,no
24929,51,entrepreneur,married,primary,cellular,18,nov,328,1,unknown,no
24930,51,technician,divorced,secondary,cellular,18,nov,193,1,unknown,no
24931,44,management,married,primary,cellular,18,nov,34,1,failure,no
24932,45,technician,divorced,secondary,cellular,18,nov,352,1,other,no
24933,49,entrepreneur,divorced,tertiary,cellular,18,nov,89,1,unknown,no
24934,36,blue-collar,married,secondary,cellular,18,nov,305,1,unknown,no
24935,58,management,married,primary,unknown,18,nov,205,1,unknown,no
24936,45,unemployed,divorced,secondary,cellular,18,nov,107,1,unknown,no
24937,35,admin.,married,secondary,cellular,18,nov,17,1,unknown,no
24938,36,management,married,tertiary,cellular,18,nov,103,1,failure,no
24939,33,blue-collar,married,secondary,cellular,18,nov,77,1,failure,no
24940,36,management,married,tertiary,cellular,18,nov,93,1,unknown,no
24941,58,retired,divorced,secondary,cellular,18,nov,509,1,unknown,no
24942,39,technician,married,tertiary,unknown,18,nov,272,2,unknown,no
24943,47,admin.,married,secondary,cellular,18,nov,48,1,failure,no
24944,47,blue-collar,married,secondary,cellular,18,nov,38,1,failure,no
24945,35,technician,married,secondary,cellular,18,nov,233,1,failure,no
24946,40,technician,married,secondary,cellular,18,nov,172,1,unknown,no
24947,52,self-employed,divorced,tertiary,cellular,18,nov,336,1,unknown,no
24948,40,management,married,tertiary,cellular,18,nov,109,1,unknown,no
24949,34,technician,married,tertiary,cellular,18,nov,85,1,unknown,no
24950,42,management,single,tertiary,cellular,18,nov,112,1,unknown,no
24951,52,entrepreneur,married,tertiary,telephone,18,nov,103,1,unknown,no
24952,32,entrepreneur,divorced,secondary,cellular,18,nov,50,1,unknown,no
24953,39,admin.,married,secondary,cellular,18,nov,515,1,failure,no
24954,39,self-employed,married,tertiary,cellular,18,nov,48,1,failure,no
24955,34,admin.,married,tertiary,cellular,18,nov,95,1,unknown,no
24956,31,management,married,tertiary,cellular,18,nov,47,1,unknown,no
24957,58,self-employed,married,tertiary,telephone,18,nov,15,2,unknown,no
24958,48,technician,married,tertiary,cellular,18,nov,106,1,unknown,no
24959,50,services,married,primary,cellular,18,nov,114,1,unknown,no
24960,41,management,married,tertiary,cellular,18,nov,643,3,unknown,yes
24961,55,retired,divorced,primary,cellular,18,nov,245,1,unknown,no
24962,57,retired,single,tertiary,cellular,18,nov,300,1,unknown,no
24963,46,management,married,secondary,cellular,18,nov,643,1,unknown,yes
24964,43,management,married,secondary,cellular,18,nov,102,1,unknown,no
24965,40,blue-collar,divorced,secondary,unknown,18,nov,159,1,unknown,no
24966,31,services,single,secondary,cellular,18,nov,239,1,failure,no
24967,50,entrepreneur,divorced,tertiary,cellular,18,nov,204,1,unknown,no
24968,51,technician,married,tertiary,cellular,18,nov,82,1,unknown,no
24969,37,unemployed,single,tertiary,cellular,18,nov,389,1,failure,no
24970,50,technician,married,secondary,cellular,18,nov,162,1,failure,no
24971,39,management,divorced,tertiary,cellular,18,nov,255,1,failure,no
24972,31,admin.,divorced,secondary,cellular,18,nov,417,1,unknown,no
24973,31,unemployed,married,secondary,telephone,18,nov,52,1,unknown,no
24974,49,management,married,tertiary,cellular,18,nov,102,1,unknown,no
24975,51,self-employed,divorced,secondary,cellular,18,nov,59,1,unknown,no
24976,56,admin.,divorced,secondary,cellular,18,nov,100,1,failure,no
24977,51,technician,married,secondary,cellular,18,nov,346,1,unknown,no
24978,36,blue-collar,married,primary,telephone,18,nov,2,1,unknown,no
24979,34,entrepreneur,single,tertiary,cellular,18,nov,288,1,unknown,no
24980,52,technician,married,secondary,cellular,18,nov,77,2,unknown,no
24981,34,technician,single,secondary,cellular,18,nov,535,1,unknown,no
24982,54,management,divorced,tertiary,telephone,18,nov,643,1,unknown,yes
24983,30,admin.,divorced,secondary,cellular,18,nov,118,2,failure,no
24984,36,management,married,tertiary,cellular,18,nov,170,1,unknown,no
24985,55,management,married,tertiary,cellular,18,nov,530,1,unknown,no
24986,53,entrepreneur,married,secondary,cellular,18,nov,52,1,failure,no
24987,46,management,married,secondary,cellular,18,nov,91,1,unknown,no
24988,45,blue-collar,married,primary,cellular,18,nov,226,1,failure,no
24989,50,services,married,primary,cellular,18,nov,172,1,unknown,no
24990,46,technician,divorced,secondary,cellular,18,nov,78,1,unknown,no
24991,57,blue-collar,married,secondary,cellular,18,nov,122,1,unknown,no
24992,53,management,married,tertiary,cellular,18,nov,90,1,unknown,no
24993,38,management,married,tertiary,cellular,18,nov,70,1,unknown,no
24994,47,entrepreneur,married,tertiary,telephone,18,nov,103,2,unknown,no
24995,56,management,married,tertiary,cellular,18,nov,420,1,unknown,no
24996,33,services,single,tertiary,cellular,18,nov,199,1,unknown,no
24997,33,blue-collar,married,secondary,cellular,18,nov,110,1,failure,no
24998,45,technician,married,secondary,cellular,18,nov,92,1,failure,no
24999,39,housemaid,married,primary,cellular,18,nov,91,1,other,no
25000,38,services,married,secondary,cellular,18,nov,206,2,unknown,no
25001,39,blue-collar,divorced,primary,cellular,18,nov,56,1,unknown,no
25002,31,services,single,secondary,unknown,18,nov,190,4,unknown,no
25003,34,admin.,divorced,secondary,cellular,18,nov,131,1,unknown,no
25004,34,admin.,married,secondary,cellular,18,nov,79,1,unknown,no
25005,39,blue-collar,single,primary,cellular,18,nov,322,1,unknown,no
25006,37,blue-collar,single,secondary,cellular,18,nov,105,1,failure,no
25007,33,services,divorced,secondary,telephone,18,nov,41,1,unknown,no
25008,37,services,single,secondary,cellular,18,nov,328,2,failure,no
25009,33,technician,single,tertiary,cellular,18,nov,432,2,other,no
25010,31,housemaid,married,primary,cellular,18,nov,224,1,unknown,no
25011,33,services,married,secondary,cellular,18,nov,245,1,unknown,no
25012,46,technician,single,secondary,cellular,18,nov,109,1,unknown,no
25013,40,services,single,secondary,cellular,18,nov,124,1,failure,no
25014,45,technician,married,secondary,cellular,18,nov,93,1,other,no
25015,51,retired,single,tertiary,unknown,18,nov,287,2,unknown,no
25016,31,management,married,tertiary,cellular,18,nov,89,1,unknown,no
25017,36,technician,married,secondary,cellular,18,nov,59,1,unknown,no
25018,39,technician,married,secondary,cellular,18,nov,61,1,other,no
25019,47,admin.,married,secondary,unknown,18,nov,117,1,unknown,no
25020,38,blue-collar,married,secondary,cellular,18,nov,68,1,failure,no
25021,30,services,single,secondary,cellular,18,nov,191,1,unknown,no
25022,55,management,married,tertiary,cellular,18,nov,90,1,unknown,no
25023,32,management,single,tertiary,cellular,18,nov,67,1,unknown,no
25024,40,technician,single,secondary,unknown,18,nov,37,1,unknown,no
25025,59,retired,married,tertiary,cellular,18,nov,48,2,unknown,no
25026,51,blue-collar,married,secondary,cellular,18,nov,73,1,unknown,no
25027,32,services,single,secondary,cellular,18,nov,61,1,unknown,no
25028,41,technician,married,secondary,cellular,18,nov,232,1,failure,no
25029,50,blue-collar,divorced,primary,cellular,18,nov,58,1,unknown,no
25030,49,self-employed,married,tertiary,telephone,18,nov,500,1,unknown,no
25031,44,technician,married,secondary,cellular,18,nov,143,3,failure,no
25032,44,management,divorced,tertiary,unknown,18,nov,251,1,unknown,no
25033,50,technician,married,secondary,cellular,18,nov,90,1,unknown,no
25034,41,blue-collar,married,secondary,cellular,18,nov,65,1,success,no
25035,36,management,divorced,secondary,cellular,18,nov,155,2,unknown,no
25036,30,management,single,tertiary,cellular,18,nov,329,1,unknown,no
25037,38,management,married,tertiary,cellular,18,nov,191,1,unknown,no
25038,35,management,divorced,tertiary,cellular,18,nov,130,3,unknown,no
25039,31,entrepreneur,divorced,tertiary,cellular,18,nov,164,1,unknown,no
25040,44,blue-collar,married,secondary,telephone,18,nov,18,1,unknown,no
25041,46,blue-collar,married,primary,cellular,18,nov,643,1,unknown,no
25042,45,management,single,tertiary,cellular,18,nov,100,1,failure,no
25043,55,technician,single,secondary,cellular,18,nov,643,1,unknown,no
25044,45,blue-collar,married,secondary,unknown,18,nov,187,1,failure,no
25045,47,unemployed,married,secondary,cellular,18,nov,81,2,unknown,no
25046,36,management,married,tertiary,cellular,18,nov,126,2,unknown,no
25047,35,blue-collar,married,primary,cellular,18,nov,140,2,unknown,no
25048,46,unemployed,married,secondary,cellular,18,nov,641,1,unknown,no
25049,34,blue-collar,married,secondary,cellular,18,nov,98,1,unknown,no
25050,30,unemployed,married,tertiary,cellular,18,nov,643,1,unknown,no
25051,32,entrepreneur,married,tertiary,cellular,18,nov,43,1,unknown,no
25052,34,management,divorced,tertiary,cellular,18,nov,32,1,failure,no
25053,55,management,divorced,tertiary,cellular,18,nov,120,2,unknown,no
25054,53,management,married,tertiary,cellular,18,nov,69,1,unknown,no
25055,52,admin.,divorced,secondary,telephone,18,nov,114,1,failure,no
25056,43,entrepreneur,single,primary,cellular,18,nov,53,1,failure,no
25057,37,management,married,primary,cellular,18,nov,201,1,failure,no
25058,39,management,married,secondary,cellular,18,nov,281,1,unknown,no
25059,44,management,married,tertiary,cellular,18,nov,198,1,unknown,no
25060,38,technician,married,tertiary,cellular,18,nov,578,2,unknown,yes
25061,32,services,single,secondary,cellular,18,nov,132,1,unknown,no
25062,37,management,single,tertiary,cellular,18,nov,192,1,failure,no
25063,35,management,married,secondary,cellular,18,nov,378,1,unknown,no
25064,35,services,single,secondary,cellular,18,nov,339,1,unknown,no
25065,31,blue-collar,married,secondary,cellular,18,nov,260,1,unknown,no
25066,33,self-employed,divorced,tertiary,cellular,18,nov,134,1,unknown,no
25067,39,blue-collar,married,primary,cellular,18,nov,201,2,unknown,no
25068,43,technician,married,secondary,cellular,18,nov,31,1,unknown,no
25069,48,blue-collar,married,primary,cellular,18,nov,79,1,failure,no
25070,33,admin.,married,tertiary,cellular,18,nov,95,1,unknown,no
25071,58,technician,single,secondary,cellular,18,nov,61,1,unknown,no
25072,50,blue-collar,married,primary,cellular,18,nov,49,3,unknown,no
25073,45,self-employed,married,tertiary,telephone,18,nov,46,4,unknown,no
25074,36,services,married,primary,telephone,18,nov,84,1,unknown,no
25075,33,entrepreneur,married,primary,cellular,18,nov,63,2,unknown,no
25076,43,blue-collar,divorced,primary,cellular,18,nov,182,1,unknown,no
25077,51,management,married,tertiary,cellular,18,nov,54,1,unknown,no
25078,36,self-employed,divorced,tertiary,cellular,18,nov,257,2,unknown,no
25079,35,management,married,tertiary,cellular,18,nov,295,1,failure,no
25080,42,management,married,tertiary,cellular,18,nov,67,1,failure,no
25081,34,technician,married,tertiary,cellular,18,nov,58,2,unknown,no
25082,38,admin.,single,tertiary,cellular,18,nov,71,3,unknown,no
25083,41,entrepreneur,married,primary,cellular,18,nov,311,1,unknown,no
25084,52,housemaid,married,secondary,cellular,18,nov,103,1,unknown,no
25085,35,technician,married,secondary,cellular,18,nov,401,2,unknown,no
25086,34,technician,single,secondary,cellular,18,nov,121,1,unknown,no
25087,36,technician,married,secondary,cellular,18,nov,97,1,unknown,no
25088,50,management,married,tertiary,cellular,18,nov,63,2,unknown,no
25089,32,entrepreneur,married,secondary,cellular,18,nov,271,1,unknown,no
25090,50,admin.,single,secondary,cellular,18,nov,435,1,unknown,no
25091,42,housemaid,divorced,tertiary,cellular,18,nov,52,1,unknown,no
25092,59,blue-collar,married,primary,cellular,18,nov,167,2,unknown,no
25093,32,technician,single,secondary,cellular,18,nov,368,1,unknown,no
25094,49,management,single,tertiary,cellular,18,nov,152,1,unknown,no
25095,34,management,married,tertiary,cellular,18,nov,107,1,unknown,no
25096,34,management,married,tertiary,cellular,18,nov,83,1,failure,no
25097,41,technician,single,tertiary,cellular,18,nov,164,1,unknown,no
25098,57,entrepreneur,married,tertiary,cellular,18,nov,475,1,unknown,no
25099,31,management,single,secondary,cellular,18,nov,125,1,unknown,no
25100,30,management,single,secondary,cellular,18,nov,86,1,unknown,no
25101,54,management,married,tertiary,cellular,18,nov,68,1,unknown,no
25102,32,blue-collar,single,secondary,cellular,18,nov,216,1,success,no
25103,49,blue-collar,single,primary,cellular,18,nov,142,1,unknown,no
25104,50,self-employed,single,tertiary,cellular,18,nov,157,1,failure,no
25105,30,management,single,tertiary,cellular,18,nov,87,1,unknown,no
25106,30,management,married,tertiary,cellular,18,nov,123,1,failure,no
25107,32,management,single,tertiary,cellular,18,nov,261,1,unknown,no
25108,35,blue-collar,married,secondary,cellular,18,nov,60,2,unknown,no
25109,32,admin.,married,secondary,cellular,18,nov,51,2,other,no
25110,55,services,married,secondary,cellular,18,nov,588,1,failure,no
25111,40,self-employed,married,secondary,cellular,18,nov,52,1,unknown,no
25112,31,admin.,married,secondary,cellular,18,nov,474,3,unknown,no
25113,32,management,married,tertiary,cellular,18,nov,164,2,failure,no
25114,38,blue-collar,married,secondary,cellular,18,nov,354,1,unknown,no
25115,34,blue-collar,married,primary,cellular,18,nov,63,1,unknown,no
25116,32,services,single,secondary,cellular,18,nov,131,1,failure,no
25117,31,admin.,single,secondary,cellular,18,nov,178,1,other,no
25118,32,services,divorced,secondary,cellular,18,nov,331,2,unknown,no
25119,46,blue-collar,single,primary,cellular,18,nov,84,1,other,no
25120,44,technician,married,secondary,cellular,18,nov,127,1,failure,no
25121,35,management,single,tertiary,cellular,18,nov,54,1,unknown,no
25122,56,technician,married,secondary,cellular,18,nov,432,2,unknown,no
25123,32,management,married,tertiary,cellular,18,nov,475,1,unknown,no
25124,48,management,married,tertiary,cellular,18,nov,76,3,unknown,no
25125,33,management,single,tertiary,cellular,18,nov,348,1,unknown,no
25126,36,entrepreneur,married,secondary,cellular,18,nov,309,1,unknown,no
25127,51,blue-collar,divorced,secondary,cellular,18,nov,112,2,unknown,no
25128,57,technician,married,secondary,cellular,18,nov,66,1,unknown,no
25129,58,admin.,married,secondary,cellular,18,nov,237,2,unknown,no
25130,36,blue-collar,married,secondary,cellular,18,nov,91,1,failure,no
25131,32,self-employed,single,tertiary,cellular,18,nov,72,1,unknown,no
25132,34,management,married,tertiary,cellular,18,nov,123,1,failure,no
25133,35,entrepreneur,married,secondary,cellular,18,nov,73,3,unknown,no
25134,36,self-employed,married,secondary,cellular,18,nov,199,1,unknown,no
25135,32,management,married,tertiary,cellular,18,nov,165,2,failure,no
25136,50,blue-collar,married,secondary,telephone,18,nov,212,3,unknown,no
25137,48,blue-collar,married,secondary,cellular,18,nov,163,1,failure,no
25138,48,management,married,tertiary,cellular,18,nov,448,1,unknown,no
25139,32,management,married,tertiary,cellular,18,nov,124,1,unknown,no
25140,54,management,divorced,primary,cellular,18,nov,178,1,unknown,no
25141,48,management,single,tertiary,cellular,18,nov,290,1,failure,no
25142,31,blue-collar,single,secondary,cellular,18,nov,195,2,unknown,no
25143,51,unemployed,divorced,tertiary,cellular,18,nov,124,1,unknown,no
25144,38,management,married,tertiary,cellular,18,nov,205,1,unknown,no
25145,48,blue-collar,married,primary,cellular,18,nov,77,1,unknown,no
25146,48,unemployed,married,primary,cellular,18,nov,399,1,unknown,no
25147,35,admin.,married,secondary,cellular,18,nov,350,1,unknown,no
25148,41,self-employed,married,tertiary,cellular,18,nov,265,1,unknown,no
25149,39,services,married,secondary,cellular,18,nov,96,2,failure,no
25150,54,management,married,tertiary,cellular,18,nov,283,1,unknown,no
25151,36,services,married,secondary,cellular,18,nov,643,2,unknown,no
25152,45,self-employed,married,tertiary,telephone,18,nov,570,2,unknown,no
25153,52,entrepreneur,married,tertiary,cellular,18,nov,245,1,unknown,no
25154,52,self-employed,single,secondary,cellular,18,nov,179,1,unknown,no
25155,34,management,married,tertiary,cellular,18,nov,65,2,unknown,no
25156,38,self-employed,married,tertiary,cellular,18,nov,177,2,unknown,no
25157,39,management,married,tertiary,telephone,18,nov,155,4,unknown,no
25158,38,entrepreneur,married,tertiary,cellular,18,nov,185,3,unknown,no
25159,47,admin.,single,secondary,cellular,18,nov,90,2,failure,no
25160,34,services,divorced,secondary,cellular,18,nov,110,2,unknown,no
25161,52,blue-collar,married,tertiary,cellular,18,nov,62,2,failure,no
25162,57,management,divorced,tertiary,cellular,18,nov,120,2,unknown,no
25163,41,management,married,tertiary,cellular,18,nov,431,2,unknown,no
25164,41,management,married,secondary,cellular,18,nov,157,2,unknown,no
25165,59,technician,divorced,secondary,cellular,18,nov,319,2,failure,no
25166,34,blue-collar,single,secondary,cellular,18,nov,262,2,unknown,no
25167,45,management,married,tertiary,cellular,18,nov,179,2,unknown,no
25168,36,services,single,secondary,cellular,18,nov,177,2,other,no
25169,48,management,single,tertiary,cellular,18,nov,157,2,unknown,no
25170,40,management,married,tertiary,cellular,18,nov,65,2,unknown,no
25171,38,entrepreneur,married,tertiary,cellular,18,nov,82,2,failure,no
25172,36,self-employed,divorced,secondary,cellular,18,nov,244,2,unknown,no
25173,47,admin.,single,secondary,cellular,18,nov,110,5,unknown,no
25174,42,entrepreneur,married,tertiary,cellular,18,nov,63,3,unknown,no
25175,45,management,married,tertiary,cellular,18,nov,125,2,unknown,no
25176,39,services,married,secondary,cellular,18,nov,186,2,failure,no
25177,57,management,married,tertiary,cellular,18,nov,97,2,unknown,no
25178,52,entrepreneur,married,tertiary,cellular,18,nov,123,2,unknown,no
25179,39,entrepreneur,married,secondary,cellular,18,nov,643,2,unknown,yes
25180,55,entrepreneur,married,tertiary,cellular,18,nov,115,2,unknown,no
25181,33,technician,married,secondary,cellular,18,nov,188,2,unknown,no
25182,36,management,married,secondary,cellular,18,nov,144,2,unknown,no
25183,54,blue-collar,married,secondary,cellular,18,nov,172,2,failure,no
25184,36,services,single,secondary,cellular,18,nov,434,2,unknown,no
25185,46,services,single,secondary,telephone,18,nov,82,2,unknown,no
25186,33,admin.,married,tertiary,cellular,18,nov,55,2,unknown,no
25187,51,management,married,tertiary,cellular,18,nov,120,2,failure,no
25188,59,housemaid,single,secondary,cellular,18,nov,54,2,unknown,no
25189,44,management,single,tertiary,cellular,18,nov,264,2,other,no
25190,35,management,married,tertiary,cellular,18,nov,84,2,unknown,no
25191,47,blue-collar,married,primary,cellular,18,nov,273,2,failure,no
25192,36,blue-collar,married,secondary,cellular,18,nov,250,2,unknown,no
25193,32,management,single,secondary,cellular,18,nov,268,2,unknown,no
25194,31,blue-collar,single,secondary,cellular,18,nov,251,2,unknown,no
25195,41,technician,married,secondary,cellular,18,nov,474,2,unknown,no
25196,58,services,married,secondary,telephone,18,nov,234,3,unknown,no
25197,34,blue-collar,married,primary,cellular,18,nov,240,2,failure,no
25198,49,management,divorced,tertiary,telephone,18,nov,32,2,unknown,no
25199,40,management,married,tertiary,cellular,18,nov,219,3,unknown,no
25200,45,technician,single,tertiary,cellular,18,nov,139,2,unknown,no
25201,48,admin.,married,secondary,telephone,18,nov,126,4,unknown,no
25202,59,entrepreneur,married,tertiary,cellular,18,nov,79,2,unknown,no
25203,40,technician,single,secondary,cellular,18,nov,107,3,unknown,no
25204,54,admin.,married,secondary,cellular,18,nov,597,2,other,no
25205,47,management,married,secondary,cellular,18,nov,229,2,unknown,no
25206,33,services,married,secondary,cellular,18,nov,231,2,unknown,no
25207,48,housemaid,single,secondary,telephone,18,nov,129,2,unknown,no
25208,30,blue-collar,married,secondary,cellular,18,nov,166,2,failure,no
25209,33,unemployed,divorced,secondary,cellular,18,nov,91,2,unknown,no
25210,36,management,married,tertiary,cellular,18,nov,196,3,unknown,no
25211,59,retired,married,tertiary,cellular,18,nov,94,2,unknown,no
25212,43,management,single,tertiary,cellular,18,nov,146,2,failure,no
25213,52,services,married,secondary,telephone,18,nov,102,2,failure,no
25214,36,blue-collar,married,secondary,cellular,18,nov,86,2,failure,no
25215,33,student,single,tertiary,cellular,18,nov,203,2,unknown,no
25216,31,management,married,secondary,cellular,18,nov,75,2,unknown,no
25217,39,management,married,secondary,cellular,18,nov,387,3,failure,no
25218,32,management,single,tertiary,cellular,18,nov,244,2,other,no
25219,46,management,married,tertiary,cellular,18,nov,643,2,other,yes
25220,39,blue-collar,married,secondary,cellular,18,nov,420,2,unknown,no
25221,33,management,married,secondary,cellular,18,nov,422,2,unknown,no
25222,45,management,single,tertiary,cellular,18,nov,145,2,failure,no
25223,54,self-employed,married,tertiary,cellular,18,nov,74,2,failure,no
25224,43,services,married,primary,cellular,18,nov,141,3,unknown,no
25225,41,entrepreneur,married,secondary,cellular,18,nov,17,5,other,no
25226,35,admin.,married,secondary,cellular,18,nov,51,4,unknown,no
25227,36,technician,divorced,tertiary,cellular,18,nov,192,2,unknown,no
25228,59,management,married,tertiary,cellular,18,nov,464,3,unknown,no
25229,36,entrepreneur,single,secondary,cellular,18,nov,67,2,failure,no
25230,31,admin.,married,secondary,cellular,18,nov,79,3,unknown,no
25231,36,management,married,tertiary,cellular,18,nov,72,2,unknown,no
25232,50,admin.,single,secondary,telephone,18,nov,119,2,unknown,no
25233,39,admin.,single,secondary,telephone,18,nov,47,3,unknown,no
25234,38,technician,married,secondary,cellular,18,nov,643,3,failure,no
25235,58,management,divorced,tertiary,cellular,18,nov,643,2,unknown,yes
25236,32,housemaid,married,tertiary,cellular,18,nov,175,2,unknown,no
25237,36,technician,single,primary,cellular,18,nov,133,2,other,no
25238,36,technician,divorced,secondary,cellular,18,nov,138,2,unknown,no
25239,50,management,married,tertiary,cellular,18,nov,273,2,unknown,no
25240,44,technician,married,secondary,cellular,18,nov,170,2,failure,no
25241,38,admin.,married,tertiary,cellular,18,nov,147,2,unknown,no
25242,51,management,married,tertiary,cellular,18,nov,643,4,unknown,no
25243,38,management,divorced,secondary,cellular,18,nov,96,2,unknown,no
25244,59,entrepreneur,married,primary,cellular,18,nov,531,3,failure,no
25245,46,management,married,primary,cellular,18,nov,187,2,unknown,no
25246,37,technician,married,secondary,cellular,18,nov,291,2,unknown,no
